Entity,Year,Iron and steel production,"Military expenditure (1816-1913, current prices)","Military expenditure (1914-2007, current prices)",Military personnel,"Military expenditure (1830-1913, real prices)","Military expenditure (1914-2007, real prices)"
South Korea,1987,19481,,6970000,604,,9530360.661
South Korea,1988,21318,,8510000,626,,11243689.9
South Korea,1989,23705,,9886000,647,,12572830.25
South Korea,1990,24459,,10620000,650,,13024888.42
South Korea,1991,27864,,10800000,750,,12817565.22
South Korea,1992,29557,,11400000,750,,13228652.4
South Korea,1993,33026,,11930000,750,,13521767.47
South Korea,1994,33745,,12764000,750,,14165116.68
South Korea,1995,36772,,14179000,750,,15415803.37
South Korea,1996,38903,,16172000,670,,17266298.31
South Korea,1997,42554,,15334000,670,,16096670.43
South Korea,1998,39896,,10461000,670,,10862937.99
South Korea,1999,41042,,12088000,665,,12362761.58
South Korea,2000,43107,,12749000,683,,12749000
South Korea,2001,43852,,11165000,683,,10917037.01
South Korea,2002,45390,,13081000,686,,12596461.55
South Korea,2003,46310,,14632000,686,,13813863.04
South Korea,2004,47521,,17463000,686,,16046286.69
South Korea,2005,47820,,21504000,687,,19142978.15
South Korea,2006,48455,,24645000,688,,21286563.13
South Korea,2007,51517,,26588000,687,,22367899.32
Sudan,1956,,,8041,9,,40924.64201
Sudan,1957,,,10913,9,,53738.15815
Sudan,1958,,,14360,9,,69172.96471
Sudan,1959,,,15796,10,,75031
Sudan,1960,,,17519,10,,82072.70652
Sudan,1961,,,19242,18,,89175.29032
Sudan,1962,,,19816,18,,90706.1062
Sudan,1963,,,22688,17,,102704.2742
Sudan,1964,,,23837,18,,106260.8563
Sudan,1965,,,31304,18,,137084.7358
Sudan,1966,,,45089,20,,192009.2673
Sudan,1967,,,50833,20,,210344.334
Sudan,1968,,,55428,20,,220019.3369
Sudan,1969,,,72659,25,,274955.8923
Sudan,1970,,,94486,25,,339511.1251
Sudan,1971,,,109132,35,,373300.7302
Sudan,1972,,,109133,35,,357762.2646
Sudan,1973,,,110855,35,,344643.7339
Sudan,1974,,,112579,35,,321222.7983
Sudan,1975,,,115450,50,,301473.2302
Sudan,1976,,,149339,50,,369690.7712
Sudan,1977,,,197874,50,,461124.1281
Sudan,1978,,,206814,71,,450425.491
Sudan,1979,,,329566,65,,662936.8642
Sudan,1980,,,217608,65,,401530.3993
Sudan,1981,,,311009,87,,524907.8114
Sudan,1982,,,313202,86,,497731.6472
Sudan,1983,,,246876,86,,377458.4698
Sudan,1984,,,212334,65,,313467.3023
Sudan,1985,,,350000,65,,500725.0175
Sudan,1986,,,391200,59,,548550.8219
Sudan,1987,,,478200,59,,653862.0471
Sudan,1988,,,478000,65,,631549.2094
Sudan,1989,,,460000,65,,585019.413
Sudan,1990,,,320000,65,,392463.6813
Sudan,1991,,,393013,65,,466432.3851
Sudan,1992,,,1010000,82,,1172012.186
Sudan,1993,,,255000,82,,289023.5294
Sudan,1994,,,376000,82,,417273.8854
Sudan,1995,,,389000,89,,422931.6251
Sudan,1996,,,412000,89,,439878.4876
Sudan,1997,,,413000,105,,433541.469
Sudan,1998,,,381000,105,,395638.9805
Sudan,1999,,,424000,105,,433637.5671
Sudan,2000,,,581000,104,,581000
Sudan,2001,,,588000,117,,574941.1343
Sudan,2002,,,388000,117,,373627.9398
Sudan,2003,,,400000,104,,377634.3094
Sudan,2004,,,426000,104,,391440.0808
Sudan,2005,,,1169000,104,,1040650.179
Sudan,2006,,,524000,105,,452593.1864
Sudan,2007,,,,105,,
Sri Lanka,1948,,,905,,,5449.297794
Sri Lanka,1949,,,1056,1,,6367.88218
Sri Lanka,1950,,,1132,2,,6741.780364
Sri Lanka,1951,,,2221,2,,12355.82133
Sri Lanka,1952,,,2884,2,,15776.26987
Sri Lanka,1953,,,3990,2,,21552.84301
Sri Lanka,1954,,,6342,2,,33944.20784
Sri Lanka,1955,,,5714,1,,30071.94473
Sri Lanka,1956,,,6873,1,,34980.11001
Sri Lanka,1957,,,9562,2,,47085.51894
Sri Lanka,1958,,,13908,3,,66995.65412
Sri Lanka,1959,,,15105,4,,71748.75
Sri Lanka,1960,,,14973,6,,70145.25
Sri Lanka,1961,,,15372,10,,71240.12903
Sri Lanka,1962,,,14214,10,,65063.41308
Sri Lanka,1963,,,12479,11,,56490.06689
Sri Lanka,1964,,,12482,9,,55642.40501
Sri Lanka,1965,,,12949,9,,56705.54064
Sri Lanka,1966,,,13659,10,,58166.17317
Sri Lanka,1967,,,14432,10,,59718.87216
Sri Lanka,1968,,,13131,10,,52123.00485
Sri Lanka,1969,,,14327,10,,54216.17514
Sri Lanka,1970,,,19411,10,,69748.43308
Sri Lanka,1971,,,29486,10,,100860.8413
Sri Lanka,1972,,,28328,16,,92865.48919
Sri Lanka,1973,,,21389,18,,66497.54024
Sri Lanka,1974,,,27673,18,,78959.65052
Sri Lanka,1975,,,29362,18,,76672.64605
Sri Lanka,1976,,,28963,18,,71698.30925
Sri Lanka,1977,,,24473,18,,57031.70091
Sri Lanka,1978,,,19797,13,,43116.39176
Sri Lanka,1979,,,26398,18,,53100.76689
Sri Lanka,1980,,,41187,18,,75998.27467
Sri Lanka,1981,,,55442,18,,93572.65829
Sri Lanka,1982,,,67112,18,,106652.4681
Sri Lanka,1983,,,77667,16,,118748.1447
Sri Lanka,1984,,,102003,17,,150586.3651
Sri Lanka,1985,,,228104,22,,326335.3697
Sri Lanka,1986,,,571080,22,,800783.2397
Sri Lanka,1987,,,387160,22,,529379.4022
Sri Lanka,1988,,,321000,22,,424115.6825
Sri Lanka,1989,,,350630,22,,445924.6886
Sri Lanka,1990,30,,439310,22,,538791.312
Sri Lanka,1991,30,,450060,110,,534136.4261
Sri Lanka,1992,30,,547200,110,,634975.3153
Sri Lanka,1993,30,,464000,110,,525909.481
Sri Lanka,1994,30,,526000,110,,583739.5311
Sri Lanka,1995,30,,663000,110,,720832.0499
Sri Lanka,1996,30,,887000,110,,947019.9478
Sri Lanka,1997,30,,949000,110,,996200.6153
Sri Lanka,1998,30,,995000,110,,1033230.408
Sri Lanka,1999,30,,807000,100,,825343.1997
Sri Lanka,2000,30,,880000,115,,880000
Sri Lanka,2001,30,,786000,121,,768543.7612
Sri Lanka,2002,30,,514000,158,,494960.7244
Sri Lanka,2003,30,,515000,152,,486204.1734
Sri Lanka,2004,30,,558000,151,,512731.3734
Sri Lanka,2005,30,,729000,151,,648959.7782
Sri Lanka,2006,30,,863000,111,,745396.7936
Sri Lanka,2007,30,,975000,151,,820246.0448
Suriname,1975,,,,1,,
Suriname,1976,,,,1,,
Suriname,1977,,,,1,,
Suriname,1978,,,,1,,
Suriname,1979,,,,1,,
Suriname,1980,,,,1,,
Suriname,1981,,,,1,,
Suriname,1982,,,39000,2,,61977.6829
Suriname,1983,,,41000,2,,62686.51979
Suriname,1984,,,43000,2,,63480.62016
Suriname,1985,,,25000,2,,35766.07268
Suriname,1986,,,22960,3,,32195.10959
Suriname,1987,,,,4,,
Suriname,1988,,,36000,4,,47564.37561
Suriname,1989,,,39000,4,,49599.47197
Suriname,1990,,,90760,4,,111312.5116
Suriname,1991,,,75070,4,,89093.94638
Suriname,1992,,,61620,2,,71504.34746
Suriname,1993,,,58000,2,,65738.68512
Suriname,1994,,,13000,2,,14427.02263
Suriname,1995,,,14000,2,,15221.18959
Suriname,1996,,,14000,2,,14947.32725
Suriname,1997,,,15000,2,,15746.0582
Suriname,1998,,,15000,2,,15576.33781
Suriname,1999,,,11000,2,,11250.03122
Suriname,2000,,,21000,2,,21000
Suriname,2001,,,24000,2,,23466.98507
Suriname,2002,,,17000,2,,16370.29633
Suriname,2003,,,19000,2,,17937.6297
Suriname,2004,,,22000,1,,20215.21544
Suriname,2005,,,21000,1,,18694.3146
Suriname,2006,,,20000,2,,17274.5491
Suriname,2007,,,22000,2,,18508.11588
Switzerland,1850,10,,,,,
Switzerland,1851,10,,,,,
Switzerland,1852,10,,,,,
Switzerland,1853,10,44,,,49.44329897,
Switzerland,1854,10,64,,,69.06930693,
Switzerland,1855,10,,,,,
Switzerland,1856,10,66,,,70.52941176,
Switzerland,1857,10,56,,30,59.84313725,
Switzerland,1858,10,86,,,95.65306122,
Switzerland,1859,10,157,,,171.13,
Switzerland,1860,10,147,,,160.23,
Switzerland,1861,10,150,,,158.7378641,
Switzerland,1862,10,129,,,135.2019231,
Switzerland,1863,10,131,,,133.4485981,
Switzerland,1864,10,136,,,136,
Switzerland,1865,10,164,,,164,
Switzerland,1866,10,212,,,208.1801802,
Switzerland,1867,10,95,,,93.28828829,
Switzerland,1868,10,97,,,97.89814815,
Switzerland,1869,10,102,,,102.9444444,
Switzerland,1870,10,87,,,88.62616822,
Switzerland,1871,10,103,,,102.0636364,
Switzerland,1872,10,114,,,107.1206897,
Switzerland,1873,10,142,,,128.9833333,
Switzerland,1874,10,148,,,140.2782609,
Switzerland,1875,10,364,,,357.4414414,
Switzerland,1876,10,586,,,586,
Switzerland,1877,10,644,,,656.0373832,
Switzerland,1878,10,594,,,622.5576923,
Switzerland,1879,10,622,,,658.2330097,
Switzerland,1880,10,587,,,627.2843137,
Switzerland,1881,10,625,,,667.8921569,
Switzerland,1882,10,661,,,692.7788462,
Switzerland,1883,10,701,,,756.5247525,
Switzerland,1884,10,701,,,779.6836735,
Switzerland,1885,10,722,,,811.3195876,
Switzerland,1886,10,722,,,811.3195876,
Switzerland,1887,10,726,,,815.814433,
Switzerland,1888,10,807,,,897.5816327,
Switzerland,1889,10,880,,,949.7029703,
Switzerland,1890,10,1430,,,1528.137255,
Switzerland,1891,10,1270,,,1384.3,
Switzerland,1892,10,1190,,,1310.20202,
Switzerland,1893,10,1270,,,1384.3,
Switzerland,1894,10,969,,,1045.752475,
Switzerland,1895,10,912,,,994.08,
Switzerland,1896,10,916,,,1008.525253,
Switzerland,1897,10,919,,,991.7920792,
Switzerland,1898,10,1051,,,1123.127451,
Switzerland,1899,10,1090,,,1142.403846,
Switzerland,1900,,1126,,,1126,
Switzerland,1901,,1125,,,1146.028037,
Switzerland,1902,,1130,,,1161.981132,
Switzerland,1903,,1130,,,1161.981132,
Switzerland,1904,,1162,,,1206.266667,
Switzerland,1905,,1229,,,1275.819048,
Switzerland,1906,,1299,,,1323.280374,
Switzerland,1907,,1568,,,1568,
Switzerland,1908,,1566,,,1580.5,
Switzerland,1909,,1593,,,1607.75,
Switzerland,1910,,1606,,,1591.4,
Switzerland,1911,,1705,,,1689.5,
Switzerland,1912,,1750,,,1673.245614,
Switzerland,1913,,1756,,,1678.982456,
Switzerland,1914,,,2351,,,31253.79708
Switzerland,1915,,,3984,250,,51377.91496
Switzerland,1916,,,4238,250,,48470.64525
Switzerland,1917,,,5611,250,,52036.78256
Switzerland,1918,,,7894,250,,62822.12439
Switzerland,1919,,,8521,,,66203.48102
Switzerland,1920,,,9306,,,63452.81765
Switzerland,1921,,,11591,,,92694.04199
Switzerland,1922,,,15430,,,130668.3247
Switzerland,1923,,,15813,,,130274.3028
Switzerland,1924,,,14479,,,120741.8849
Switzerland,1925,,,16942,,,138738.038
Switzerland,1926,,,16877,,,137655.1325
Switzerland,1927,,,16669,,,139288.2051
Switzerland,1928,,,16540,,,137091.1538
Switzerland,1929,,,16224,,,134200.3394
Switzerland,1930,,,18258,,,156724.0692
Switzerland,1931,,,17868,,,171135.7333
Switzerland,1932,,,18233,,,197761.6384
Switzerland,1933,,,17467,,,194608.5211
Switzerland,1934,,,28284,,,298861.5174
Switzerland,1935,,,31243,,,323449.9709
Switzerland,1936,,,30776,,,314637.5331
Switzerland,1937,,,23914,,,234810.247
Switzerland,1938,5,,28669,,,289482.6646
Switzerland,1939,,,41256,,,420205.7015
Switzerland,1940,40,,48633,650,,489859.3321
Switzerland,1941,74,,55174,525,,520529.8226
Switzerland,1942,82,,60984,525,,532975.428
Switzerland,1943,92,,69114,525,,578114.9602
Switzerland,1944,113,,74633,525,,609341.6122
Switzerland,1945,107,,85296,525,,678803.6385
Switzerland,1946,34,,90684,,,639080.2719
Switzerland,1947,102,,88111,,,559768.0209
Switzerland,1948,120,,96964,,,583851.6147
Switzerland,1949,124,,110776,,,668000.489
Switzerland,1950,130,,117442,,,699441.8458
Switzerland,1951,144,,155317,,,864056.3268
Switzerland,1952,156,,201419,,,1101817.095
Switzerland,1953,157,,180863,,,976970.3872
Switzerland,1954,150,,160448,,,858763.8379
Switzerland,1955,166,,174988,,,920936.2031
Switzerland,1956,171,,159160,,,810044.2759
Switzerland,1957,234,,217036,,,1068735.901
Switzerland,1958,244,,235473,,,1134287.292
Switzerland,1959,251,,225627,,,1071728.25
Switzerland,1960,275,,213740,,,1001325.435
Switzerland,1961,297,,254588,29,,1179864.817
Switzerland,1962,318,,292864,29,,1340560.814
Switzerland,1963,322,,304700,20,,1379319.127
Switzerland,1964,345,,352491,20,,1571338.486
Switzerland,1965,347,,367555,20,,1609576.414
Switzerland,1966,428,,404354,25,,1721921.428
Switzerland,1967,445,,409059,25,,1692665.059
Switzerland,1968,453,,413179,25,,1640098.318
Switzerland,1969,500,,439098,25,,1661632.866
Switzerland,1970,524,,455998,25,,1638511.462
Switzerland,1971,532,,539887,25,,1846756.325
Switzerland,1972,543,,635195,25,,2082310.59
Switzerland,1973,584,,791410,25,,2460461.841
Switzerland,1974,593,,926056,25,,2642324.942
Switzerland,1975,420,,1089761,25,,2845680.111
Switzerland,1976,545,,1297008,25,,3210761.34
Switzerland,1977,656,,1293946,19,,3015402.332
Switzerland,1978,651,,1762304,19,,3838166.877
Switzerland,1979,886,,2053888,23,,4131488.291
Switzerland,1980,929,,2087289,23,,3851466.792
Switzerland,1981,934,,1912036,23,,3227053.34
Switzerland,1982,835,,2036541,23,,3236412.624
Switzerland,1983,835,,2055144,28,,3142190.854
Switzerland,1984,978,,1958470,25,,2891276.515
Switzerland,1985,987,,2087000,23,,2985751.747
Switzerland,1986,1075,,2650000,21,,3715898.973
Switzerland,1987,866,,3230000,20,,4416508.599
Switzerland,1988,988,,3760000,23,,4967834.785
Switzerland,1989,1064,,3180000,17,,4044264.637
Switzerland,1990,1105,,4100000,22,,5028440.917
Switzerland,1991,955,,3800000,22,,4509884.058
Switzerland,1992,1050,,3700000,31,,4293509.99
Switzerland,1993,1260,,3969000,35,,4498566.228
Switzerland,1994,1098,,4200000,39,,4661038.081
Switzerland,1995,739,,4952000,39,,5383952.204
Switzerland,1996,700,,4672000,39,,4988136.636
Switzerland,1997,789,,3837000,39,,4027841.687
Switzerland,1998,800,,3700000,39,,3842163.327
Switzerland,1999,800,,3108000,39,,3178645.185
Switzerland,2000,1000,,2924000,28,,2924000
Switzerland,2001,1000,,2840000,27,,2776926.567
Switzerland,2002,1000,,3016000,28,,2904283.161
Switzerland,2003,1000,,3486000,28,,3291083.007
Switzerland,2004,1000,,3651000,16,,3354806.89
Switzerland,2005,1158,,3606000,4,,3210080.878
Switzerland,2006,1252,,3473000,4,,2999725.451
Switzerland,2007,1264,,3526000,4,,2966346.209
Sweden,1816,70,,,,,
Sweden,1817,70,,,,,
Sweden,1818,70,,,,,
Sweden,1819,70,,,54,,
Sweden,1820,70,,,,,
Sweden,1821,69,,,,,
Sweden,1822,69,,,,,
Sweden,1823,69,,,45,,
Sweden,1824,69,,,,,
Sweden,1825,69,,,,,
Sweden,1826,67,,,,,
Sweden,1827,67,,,,,
Sweden,1828,67,,,45,,
Sweden,1829,67,,,,,
Sweden,1830,67,,,42,,
Sweden,1831,80,,,45,,
Sweden,1832,80,,,,,
Sweden,1833,80,,,52,,
Sweden,1834,80,,,,,
Sweden,1835,80,,,,,
Sweden,1836,107,,,,,
Sweden,1837,109,,,,,
Sweden,1838,110,,,,,
Sweden,1839,116,,,,,
Sweden,1840,125,,,52,,
Sweden,1841,121,,,,,
Sweden,1842,122,561,,,636.96875,
Sweden,1843,133,607,,,711.4301075,
Sweden,1844,117,604,,52,685.7916667,
Sweden,1845,98,601,,,675.3505155,
Sweden,1846,127,540,,52,606.8041237,
Sweden,1847,138,568,,,601.0873786,
Sweden,1848,143,593,,47,673.3020833,
Sweden,1849,119,475,,49,539.3229167,
Sweden,1850,142,485,,34,587.3888889,
Sweden,1851,145,500,,34,605.5555556,
Sweden,1852,150,526,,49,644.2022472,
Sweden,1853,146,563,,77,632.6494845,
Sweden,1854,146,587,,,633.4950495,
Sweden,1855,188,602,,77,637.0679612,
Sweden,1856,159,633,,77,676.4411765,
Sweden,1857,151,652,,77,696.745098,
Sweden,1858,177,675,,76,750.7653061,
Sweden,1859,183,669,,77,729.21,
Sweden,1860,185,672,,77,732.48,
Sweden,1861,170,762,,77,806.3883495,
Sweden,1862,200,759,,91,795.4903846,
Sweden,1863,187,762,,91,776.2429907,
Sweden,1864,241,850,,117,850,
Sweden,1865,227,851,,117,851,
Sweden,1866,230,853,,120,837.6306306,
Sweden,1867,254,746,,120,732.5585586,
Sweden,1868,263,756,,83,763,
Sweden,1869,292,421,,83,424.8981481,
Sweden,1870,300,705,,83,718.1775701,
Sweden,1871,299,813,,83,805.6090909,
Sweden,1872,339,774,,86,727.2931034,
Sweden,1873,346,820,,82,744.8333333,
Sweden,1874,328,849,,,804.7043478,
Sweden,1875,351,910,,79,893.6036036,
Sweden,1876,352,991,,54,991,
Sweden,1877,345,991,,94,1009.523364,
Sweden,1878,341,1243,,86,1302.759615,
Sweden,1879,343,1273,,64,1347.15534,
Sweden,1880,406,1263,,92,1349.676471,
Sweden,1881,430,1315,,66,1405.245098,
Sweden,1882,399,1355,,67,1420.144231,
Sweden,1883,423,1406,,69,1517.366337,
Sweden,1884,441,1464,,62,1628.326531,
Sweden,1885,465,1581,,65,1776.587629,
Sweden,1886,442,1581,,65,1776.587629,
Sweden,1887,457,1496,,65,1681.072165,
Sweden,1888,457,1448,,64,1610.530612,
Sweden,1889,441,1462,,64,1577.80198,
Sweden,1890,456,1619,,66,1730.107843,
Sweden,1891,490,1502,,66,1637.18,
Sweden,1892,486,1515,,63,1668.030303,
Sweden,1893,453,1965,,63,2141.85,
Sweden,1894,463,1961,,63,2116.326733,
Sweden,1895,463,2036,,63,2219.24,
Sweden,1896,494,2195,,62,2416.717172,
Sweden,1897,538,2430,,63,2622.475248,
Sweden,1898,532,2551,,63,2726.068627,
Sweden,1899,498,2401,,63,2516.432692,
Sweden,1900,300,3064,,75,3064,
Sweden,1901,269,3415,,75,3478.831776,
Sweden,1902,286,3812,,73,3919.886792,
Sweden,1903,318,3961,,103,4073.103774,
Sweden,1904,333,4352,,95,4517.790476,
Sweden,1905,368,4096,,64,4252.038095,
Sweden,1906,398,4262,,67,4341.663551,
Sweden,1907,420,4444,,67,4444,
Sweden,1908,438,4503,,67,4544.694444,
Sweden,1909,313,4893,,65,4938.305556,
Sweden,1910,472,4656,,71,4613.672727,
Sweden,1911,471,4398,,74,4358.018182,
Sweden,1912,515,4512,,74,4314.105263,
Sweden,1913,591,4579,,86,4378.166667,
Sweden,1914,507,,22180,,,294857.1753
Sweden,1915,600,,22792,80,,293927.0677
Sweden,1916,614,,40053,99,,458092.2025
Sweden,1917,581,,45922,100,,425883.6444
Sweden,1918,545,,86259,101,,686467.3965
Sweden,1919,491,,41789,,,324677.5342
Sweden,1920,437,,31787,101,,216739.1699
Sweden,1921,212,,30890,25,,247029.502
Sweden,1922,311,,45277,30,,383426.425
Sweden,1923,271,,41572,25,,342488.0362
Sweden,1924,501,,40568,40,,338300.7658
Sweden,1925,475,,42203,30,,345600.367
Sweden,1926,495,,39837,28,,324925.491
Sweden,1927,499,,38436,28,,321175.9224
Sweden,1928,576,,35884,38,,297423.1538
Sweden,1929,694,,36819,38,,304556.3545
Sweden,1930,611,,34787,39,,298606.6488
Sweden,1931,539,,33581,32,,321631.3556
Sweden,1932,528,,24000,32,,260312.5828
Sweden,1933,630,,23003,34,,256287.8463
Sweden,1934,862,,33858,,,357758.9187
Sweden,1935,896,,32589,39,,337384.7295
Sweden,1936,977,,40224,30,,411228.8839
Sweden,1937,1105,,46805,27,,459575.7134
Sweden,1938,972,,72538,41,,732445.9704
Sweden,1939,1151,,98741,,,1005709.016
Sweden,1940,1145,,105623,100,,1063895.138
Sweden,1941,1156,,148721,,,1403083.259
Sweden,1942,1228,,187429,400,,1638053.448
Sweden,1943,1214,,198234,400,,1658159.577
Sweden,1944,1197,,209843,400,,1713264.533
Sweden,1945,1203,,216314,400,,1721472.639
Sweden,1946,1203,,227619,,,1604106.705
Sweden,1947,1191,,231111,,,1468245.135
Sweden,1948,1257,,224167,,,1349782.032
Sweden,1949,1370,,267222,,,1611399.822
Sweden,1950,1437,,219691,,,1308399.708
Sweden,1951,1504,,278185,,,1547593.047
Sweden,1952,1666,,344787,,,1886079.321
Sweden,1953,1759,,391119,,,2112713.385
Sweden,1954,1840,,415039,,,2221408.086
Sweden,1955,2127,,437657,,,2303324.661
Sweden,1956,2399,,461821,,,2350436.401
Sweden,1957,2483,,494297,28,,2434033.754
Sweden,1958,2407,,523100,28,,2519803.471
Sweden,1959,2821,,545138,29,,2589405.5
Sweden,1960,3189,,559351,29,,2620437.837
Sweden,1961,3530,,599807,80,,2779750.72
Sweden,1962,3573,,675024,80,,3089866.705
Sweden,1963,3837,,739977,70,,3349735.574
Sweden,1964,4447,,802500,70,,3577393.849
Sweden,1965,4689,,902486,70,,3952116.499
Sweden,1966,4757,,963320,70,,4102250.38
Sweden,1967,4760,,979150,70,,4051672.233
Sweden,1968,5069,,1002129,75,,3977912.933
Sweden,1969,5377,,1080308,75,,4088097.14
Sweden,1970,5494,,1113152,75,,3999825.243
Sweden,1971,5263,,1312148,75,,4488379.27
Sweden,1972,5248,,1534101,75,,5029124.535
Sweden,1973,5651,,1791267,75,,5568977.017
Sweden,1974,5972,,1952066,75,,5569849.643
Sweden,1975,5613,,2355619,75,,6151200.252
Sweden,1976,5168,,2472049,66,,6119591.675
Sweden,1977,3953,,2689664,69,,6267973.391
Sweden,1978,4314,,2980193,69,,6490638.425
Sweden,1979,4643,,3466446,68,,6972912.379
Sweden,1980,4231,,3799414,70,,7010680.767
Sweden,1981,3795,,2904513,70,,4902113.965
Sweden,1982,3946,,3191452,70,,5071764.104
Sweden,1983,4204,,3332561,68,,5095284.173
Sweden,1984,4674,,2862394,69,,4225733.634
Sweden,1985,4851,,3470000,69,,4964330.887
Sweden,1986,4719,,3830000,66,,5370525.685
Sweden,1987,4683,,4860000,66,,6645273.001
Sweden,1988,4779,,4780000,65,,6315492.094
Sweden,1989,4488,,4460000,62,,5672144.743
Sweden,1990,4452,,5510000,65,,6757734.012
Sweden,1991,4236,,6460000,63,,7666802.899
Sweden,1992,4416,,6200000,70,,7194530.254
Sweden,1993,4596,,5011000,70,,5679595.709
Sweden,1994,4967,,5376000,70,,5966128.744
Sweden,1995,4953,,6035000,70,,6561419.942
Sweden,1996,4910,,6501000,60,,6940898.175
Sweden,1997,5148,,5481000,60,,5753609.665
Sweden,1998,5153,,5760000,55,,5981313.721
Sweden,1999,5066,,5245000,52,,5364219.433
Sweden,2000,5227,,4610000,53,,4610000
Sweden,2001,5518,,3898000,34,,3811429.493
Sweden,2002,5754,,4584000,34,,4414202.258
Sweden,2003,5707,,5582000,28,,5269886.788
Sweden,2004,5978,,5837000,27,,5363464.206
Sweden,2005,5726,,5837000,27,,5196129.253
Sweden,2006,5466,,6006000,28,,5187547.094
Sweden,2007,5673,,6773000,28,,5697975.858
Swaziland,1974,,,1000,1,,2853.310105
Swaziland,1975,,,1000,1,,2611.288265
Swaziland,1976,,,3000,2,,7426.541717
Swaziland,1977,,,5000,2,,11651.96357
Swaziland,1978,,,8000,2,,17423.40426
Swaziland,1979,,,9000,2,,18103.90567
Swaziland,1980,,,10000,2,,18452.00541
Swaziland,1981,,,22000,2,,37130.66777
Swaziland,1982,,,23000,2,,36550.9412
Swaziland,1983,,,18000,3,,27520.91113
Swaziland,1984,,,9000,3,,13286.64143
Swaziland,1985,,,8000,3,,11445.14326
Swaziland,1986,,,8000,3,,11217.80822
Swaziland,1987,,,7000,3,,9571.380865
Swaziland,1988,,,8000,3,,10569.86125
Swaziland,1989,,,11000,4,,13989.59466
Swaziland,1990,,,9652,3,,11837.68579
Swaziland,1991,,,9652,3,,11455.10551
Swaziland,1992,,,,3,,
Swaziland,1993,,,20000,3,,22668.51211
Swaziland,1994,,,22000,3,,24414.96138
Swaziland,1995,,,23000,3,,25006.24004
Swaziland,1996,,,24000,3,,25623.98957
Swaziland,1997,,,23000,3,,24143.9559
Swaziland,1998,,,27000,3,,28037.40806
Swaziland,1999,,,21000,3,,21477.33233
Swaziland,2000,,,205000,,,205000
Swaziland,2001,,,20000,,,19555.8209
Tajikistan,1992,,,202800,3,,235330.7638
Tajikistan,1993,,,151000,3,,171147.2664
Tajikistan,1994,,,69000,3,,76574.19705
Tajikistan,1995,,,111000,8,,120682.2889
Tajikistan,1996,,,118000,10,,125984.6154
Tajikistan,1997,,,132000,10,,138565.3121
Tajikistan,1998,,,102000,7,,105919.0971
Tajikistan,1999,,,92000,7,,94091.17023
Tajikistan,2000,,,130000,6,,130000
Tajikistan,2001,,,127000,6,,124179.4627
Tajikistan,2002,,,140000,6,,134814.2051
Tajikistan,2003,,,150000,6,,141612.866
Tajikistan,2004,,,45000,6,,41349.30431
Tajikistan,2005,,,62000,7,,55192.73834
Tajikistan,2006,,,73000,8,,63052.10421
Tajikistan,2007,,,87000,8,,73191.18554
Syria,1946,,,14540,10,,102468.21
Syria,1947,,,10925,10,,69406.38092
Syria,1948,,,12372,8,,74495.81471
Syria,1949,,,22222,20,,134002.9146
Syria,1950,,,31050,32,,184922.5091
Syria,1951,,,31507,32,,175279.0917
Syria,1952,,,31963,35,,174846.3641
Syria,1953,,,39726,35,,214588.5317
Syria,1954,,,34703,25,,185740.4359
Syria,1955,,,22905,25,,120545.6587
Syria,1956,,,45225,25,,230172.4829
Syria,1957,,,39106,60,,192567.0679
Syria,1958,,,65363,62,,314857.4159
Syria,1961,,,72905,52,,337871.5591
Syria,1962,,,77933,54,,356731.8821
Syria,1963,,,77749,75,,351954.9812
Syria,1964,,,90576,80,,403770.748
Syria,1965,,,95550,70,,418427.246
Syria,1966,,,82723,80,,352271.7873
Syria,1967,,,95812,80,,396465.1177
Syria,1968,,,153665,65,,609967.3703
Syria,1969,,,157068,75,,594376.0869
Syria,1970,,,175393,75,,630229.6082
Syria,1971,,,176963,110,,605325.8175
Syria,1972,,,207591,115,,680529.5032
Syria,1973,,,388408,115,,1207544.841
Syria,1974,,,450588,130,,1285667.293
Syria,1975,,,706693,230,,1845379.138
Syria,1976,,,957844,240,,2371156.141
Syria,1977,,,1059872,250,,2469917.987
Syria,1978,,,1165095,220,,2537490.148
Syria,1979,,,2110063,220,,4244486.835
Syria,1980,,,2166089,250,,3996868.594
Syria,1981,,,2459087,270,,4150342.837
Syria,1982,,,2548606,300,,4050171.654
Syria,1983,,,2821334,400,,4313649.015
Syria,1984,,,3372009,402,,4978074.942
Syria,1985,,,3483000,402,,4982929.245
Syria,1986,,,3680000,400,,5160191.781
Syria,1987,,,3950000,400,,5400993.488
Syria,1988,,,1600000,400,,2113972.249
Syria,1989,,,1510000,400,,1920389.812
Syria,1990,76,,1620000,408,,1986847.387
Syria,1991,63,,4500000,408,,5340652.174
Syria,1992,70,,2200000,408,,2552897.832
Syria,1993,70,,3635000,408,,4120002.076
Syria,1994,70,,2165000,320,,2402654.154
Syria,1995,70,,1738000,320,,1889601.965
Syria,1996,70,,2132000,320,,2276264.407
Syria,1997,70,,2217000,320,,2327267.402
Syria,1998,70,,986000,315,,1023884.606
Syria,1999,70,,989000,310,,1011480.08
Syria,2000,70,,1483000,316,,1483000
Syria,2001,70,,1884000,321,,1842158.328
Syria,2002,70,,1064000,319,,1024587.959
Syria,2003,70,,1283000,319,,1211262.047
Syria,2004,70,,1524000,313,,1400363.106
