Entity,Year,Fruit consumption per capita- FAOstat
Iceland,2001,106.78
Iceland,2002,114.11
Iceland,2003,105.44
Iceland,2004,106.91
Iceland,2005,114.2
Iceland,2006,136.94
Iceland,2007,149.12
Iceland,2008,143.45
Iceland,2009,128.03
Iceland,2010,123.86
Iceland,2011,124.3
Iceland,2012,136.87
Iceland,2013,133.1
Iraq,1961,29.42
Iraq,1962,31.12
Iraq,1963,30.69
Iraq,1964,30.56
Iraq,1965,30.46
Iraq,1966,31.04
Iraq,1967,27.88
Iraq,1968,29.55
Iraq,1969,30.45
Iraq,1970,29.12
Iraq,1971,30.32
Iraq,1972,35.08
Iraq,1973,37.89
Iraq,1974,46.74
Iraq,1975,53.13
Iraq,1976,59.19
Iraq,1977,66.66
Iraq,1978,73.36
Iraq,1979,65.45
Iraq,1980,51.6
Iraq,1981,61.41
Iraq,1982,64.1
Iraq,1983,64.95
Iraq,1984,71.79
Iraq,1985,71.59
Iraq,1986,67.23
Iraq,1987,62.71
Iraq,1988,63.38
Iraq,1989,61.19
Iraq,1990,63
Iraq,1991,62.12
Iraq,1992,63.3
Iraq,1993,64.94
Iraq,1994,57.77
Iraq,1995,57.6
Iraq,1996,56.54
Iraq,1997,52.42
Iraq,1998,53.85
Iraq,1999,48.47
Iraq,2000,43.22
Iraq,2001,45.45
Iraq,2002,45.21
Iraq,2003,38.61
Iraq,2004,22.21
Iraq,2005,26.79
Iraq,2006,31.6
Iraq,2007,25.61
Iraq,2008,24.39
Iraq,2009,28.89
Iraq,2010,42.59
Iraq,2011,33.83
Iraq,2012,30.5
Iraq,2013,45.98
Indonesia,1961,22.65
Indonesia,1962,22.14
Indonesia,1963,23.09
Indonesia,1964,22.66
Indonesia,1965,23.58
Indonesia,1966,23.58
Indonesia,1967,23.25
Indonesia,1968,23.43
Indonesia,1969,24.24
Indonesia,1970,28.04
Indonesia,1971,26.65
Indonesia,1972,27.57
Indonesia,1973,29.87
Indonesia,1974,28.32
Indonesia,1975,26.06
Indonesia,1976,20.33
Indonesia,1977,24.85
Indonesia,1978,20.96
Indonesia,1979,23.97
Indonesia,1980,26.37
Indonesia,1981,27.7
Indonesia,1982,27.73
Indonesia,1983,26.43
Indonesia,1984,29.04
Indonesia,1985,26.67
Indonesia,1986,30.29
Indonesia,1987,28.5
Indonesia,1988,28.55
Indonesia,1989,26.02
Indonesia,1990,27.08
Indonesia,1991,28.13
Indonesia,1992,28
Indonesia,1993,27.98
Indonesia,1994,31.88
Indonesia,1995,42.93
Indonesia,1996,34.45
Indonesia,1997,35.24
Indonesia,1998,31.14
Indonesia,1999,31.98
Indonesia,2000,36.12
Indonesia,2001,40.9
Indonesia,2002,47.43
Indonesia,2003,51.72
Indonesia,2004,58.13
Indonesia,2005,58.28
Indonesia,2006,62.54
Indonesia,2007,62.48
Indonesia,2008,65.21
Indonesia,2009,67.64
Indonesia,2010,57.18
Indonesia,2011,66.2
Indonesia,2012,66.81
Indonesia,2013,58.38
India,1961,25.64
India,1962,25.52
India,1963,25.49
India,1964,25.37
India,1965,26.13
India,1966,26.5
India,1967,26.31
India,1968,26.15
India,1969,25.79
India,1970,25.06
India,1971,25.73
India,1972,24.73
India,1973,24.75
India,1974,24.74
India,1975,24.15
India,1976,24.64
India,1977,24.65
India,1978,24.87
India,1979,25.32
India,1980,25.26
India,1981,25.32
India,1982,25.19
India,1983,25.72
India,1984,28.2
India,1985,27.71
India,1986,29.74
India,1987,28.67
India,1988,25.06
India,1989,26.58
India,1990,27.72
India,1991,27.79
India,1992,29.54
India,1993,32.52
India,1994,34.11
India,1995,32.73
India,1996,34.76
India,1997,36.18
India,1998,38.27
India,1999,38.19
India,2000,35.46
India,2001,36.03
India,2002,34.52
India,2003,36.2
India,2004,37.42
India,2005,38.99
India,2006,43
India,2007,46
India,2008,49.53
India,2009,49.24
India,2010,52.77
India,2011,51.5
India,2012,52
India,2013,56.35
Ireland,1961,39.77
Ireland,1962,43.4
Ireland,1963,47.1
Ireland,1964,43.38
Ireland,1965,45.36
Ireland,1966,47.81
Ireland,1967,49.76
Ireland,1968,49.72
Ireland,1969,52.06
Ireland,1970,50.17
Ireland,1971,51.38
Ireland,1972,51.36
Ireland,1973,50.84
Ireland,1974,51.18
Ireland,1975,47.9
Ireland,1976,50.58
Ireland,1977,48.64
Ireland,1978,52.37
Ireland,1979,54.08
Ireland,1980,58.15
Ireland,1981,58.75
Ireland,1982,61.66
Ireland,1983,60
Ireland,1984,62.13
Ireland,1985,60.11
Ireland,1986,62.31
Ireland,1987,70.84
Ireland,1988,69.8
Ireland,1989,69.82
Ireland,1990,75.6
Ireland,1991,61.77
Ireland,1992,65.19
Ireland,1993,68.45
Ireland,1994,68.64
Ireland,1995,57.44
Ireland,1996,84.08
Ireland,1997,65.04
Ireland,1998,62.39
Ireland,1999,54.89
Ireland,2000,66.73
Ireland,2001,80.25
Ireland,2002,111.03
Ireland,2003,135
Ireland,2004,120.83
Ireland,2005,111.79
Ireland,2006,111.93
Ireland,2007,139.07
Ireland,2008,149.59
Ireland,2009,142.86
Ireland,2010,129.84
Ireland,2011,123.49
Ireland,2012,150.4
Ireland,2013,158.56
Italy,1961,96.35
Italy,1962,96.25
Italy,1963,110.68
Italy,1964,114.04
Italy,1965,112.52
Italy,1966,119.15
Italy,1967,120.51
Italy,1968,125.34
Italy,1969,125.86
Italy,1970,129.21
Italy,1971,125.35
Italy,1972,119.52
Italy,1973,122
Italy,1974,118.04
Italy,1975,112.62
Italy,1976,120.91
Italy,1977,104.37
Italy,1978,109.34
Italy,1979,106.49
Italy,1980,112.7
Italy,1981,110.71
Italy,1982,119.41
Italy,1983,119.22
Italy,1984,118.2
Italy,1985,114.87
Italy,1986,119.39
Italy,1987,120.13
Italy,1988,122.62
Italy,1989,128.07
Italy,1990,128.78
Italy,1991,125.13
Italy,1992,146.34
Italy,1993,137.15
Italy,1994,128.26
Italy,1995,119.27
Italy,1996,128.72
Italy,1997,118.14
Italy,1998,120.12
Italy,1999,137.13
Italy,2000,146.45
Italy,2001,133.57
Italy,2002,143.48
Italy,2003,134.08
Italy,2004,154.8
Italy,2005,153.59
Italy,2006,161.46
Italy,2007,161.58
Italy,2008,155.65
Italy,2009,174.39
Italy,2010,152.59
Italy,2011,143.97
Italy,2012,129.92
Italy,2013,139.79
Israel,1961,144.76
Israel,1962,134.7
Israel,1963,131.04
Israel,1964,201.29
Israel,1965,153.38
Israel,1966,164.4
Israel,1967,179.94
Israel,1968,196.77
Israel,1969,165.28
Israel,1970,164.17
Israel,1971,197.29
Israel,1972,220.83
Israel,1973,247.27
Israel,1974,224.62
Israel,1975,162.35
Israel,1976,179.17
Israel,1977,164.13
Israel,1978,137.27
Israel,1979,145.99
Israel,1980,139.88
Israel,1981,144.93
Israel,1982,232.53
Israel,1983,199.07
Israel,1984,188.46
Israel,1985,170.36
Israel,1986,153.77
Israel,1987,160.2
Israel,1988,134.74
Israel,1989,137.35
Israel,1990,177.46
Israel,1991,129.89
Israel,1992,163.48
Israel,1993,157.68
Israel,1994,126.96
Israel,1995,127.87
Israel,1996,145.09
Israel,1997,156.2
Israel,1998,132.96
Israel,1999,136.7
Israel,2000,140.68
Israel,2001,156.42
Israel,2002,159.01
Israel,2003,140.76
Israel,2004,169.3
Israel,2005,188.63
Israel,2006,147.15
Israel,2007,136.35
Israel,2008,119
Israel,2009,138.3
Israel,2010,120.48
Israel,2011,108.16
Israel,2012,127.46
Israel,2013,118.83
Japan,1961,29.74
Japan,1962,30.34
Japan,1963,34.08
Japan,1964,38.11
Japan,1965,39
Japan,1966,44.1
Japan,1967,45.08
Japan,1968,52.46
Japan,1969,50.53
Japan,1970,53.86
Japan,1971,53.28
Japan,1972,63.49
Japan,1973,62.48
Japan,1974,59.47
Japan,1975,61.87
Japan,1976,56.94
Japan,1977,60.84
Japan,1978,56.87
Japan,1979,61.7
Japan,1980,55.61
Japan,1981,53.06
Japan,1982,55.81
Japan,1983,55.62
Japan,1984,47.39
Japan,1985,51.88
Japan,1986,52.21
Japan,1987,55.38
Japan,1988,51.9
Japan,1989,52.18
Japan,1990,50.21
Japan,1991,47.07
Japan,1992,51.81
Japan,1993,49.87
Japan,1994,52.09
Japan,1995,53.23
Japan,1996,50.03
Japan,1997,53.25
Japan,1998,47.48
Japan,1999,53.23
Japan,2000,51.42
Japan,2001,53.54
Japan,2002,56.38
Japan,2003,55.23
Japan,2004,57.61
Japan,2005,60.32
Japan,2006,55.18
Japan,2007,57.83
Japan,2008,55.05
Japan,2009,52.52
Japan,2010,49.06
Japan,2011,51.16
Japan,2012,54.33
Japan,2013,52.85
Jordan,1961,81.73
Jordan,1962,86.4
Jordan,1963,82.13
Jordan,1964,88.5
Jordan,1965,99.48
Jordan,1966,87.04
Jordan,1967,88.82
Jordan,1968,70.92
Jordan,1969,53.93
Jordan,1970,43.87
Jordan,1971,39.18
Jordan,1972,37
Jordan,1973,40.52
Jordan,1974,45.88
Jordan,1975,27.28
Jordan,1976,37.14
Jordan,1977,58.46
Jordan,1978,53.98
Jordan,1979,46.52
Jordan,1980,47.83
Jordan,1981,46.83
Jordan,1982,65.99
Jordan,1983,66.54
Jordan,1984,44.93
Jordan,1985,55.59
Jordan,1986,48.54
Jordan,1987,59.65
Jordan,1988,74.18
Jordan,1989,65.42
Jordan,1990,72.79
Jordan,1991,67.95
Jordan,1992,66.81
Jordan,1993,69.1
Jordan,1994,72.4
Jordan,1995,73.15
Jordan,1996,50.86
Jordan,1997,59.03
Jordan,1998,61.11
Jordan,1999,48
Jordan,2000,54.52
Jordan,2001,57.07
Jordan,2002,67.2
Jordan,2003,58.64
Jordan,2004,61.44
Jordan,2005,56.96
Jordan,2006,55.97
Jordan,2007,46.45
Jordan,2008,47.98
Jordan,2009,50.67
Jordan,2010,52.99
Jordan,2011,54.3
Jordan,2012,54.98
Jordan,2013,57.5
Jamaica,1961,118.17
Jamaica,1962,128.5
Jamaica,1963,123.68
Jamaica,1964,126.62
Jamaica,1965,115.1
Jamaica,1966,107.93
Jamaica,1967,116.05
Jamaica,1968,102.15
Jamaica,1969,94.35
Jamaica,1970,100.57
Jamaica,1971,109.71
Jamaica,1972,123.52
Jamaica,1973,111.77
Jamaica,1974,108.33
Jamaica,1975,102.88
Jamaica,1976,99.46
Jamaica,1977,103.74
Jamaica,1978,110.95
Jamaica,1979,107.31
Jamaica,1980,115.34
Jamaica,1981,115.36
Jamaica,1982,125.57
Jamaica,1983,125.81
Jamaica,1984,116.69
Jamaica,1985,117.77
Jamaica,1986,113.65
Jamaica,1987,125.4
Jamaica,1988,121.22
Jamaica,1989,125.86
Jamaica,1990,103.5
Jamaica,1991,92.77
Jamaica,1992,96.46
Jamaica,1993,104.1
Jamaica,1994,135.75
Jamaica,1995,133.19
Jamaica,1996,147.36
Jamaica,1997,143.16
Jamaica,1998,137.83
Jamaica,1999,149.44
Jamaica,2000,140.32
Jamaica,2001,147.62
Jamaica,2002,145.14
Jamaica,2003,154.14
Jamaica,2004,148.51
Jamaica,2005,125.87
Jamaica,2006,132.14
Jamaica,2007,125.12
Jamaica,2008,107.83
Jamaica,2009,120.1
Jamaica,2010,112.05
Jamaica,2011,112.03
Jamaica,2012,110.55
Jamaica,2013,104.77
Kenya,1961,52.91
Kenya,1962,53.04
Kenya,1963,50.1
Kenya,1964,57.65
Kenya,1965,47.18
Kenya,1966,45.83
Kenya,1967,43.53
Kenya,1968,42.41
Kenya,1969,41.05
Kenya,1970,40.54
Kenya,1971,39.27
Kenya,1972,38.69
Kenya,1973,37.73
Kenya,1974,36.97
Kenya,1975,26.16
Kenya,1976,25.74
Kenya,1977,25.68
Kenya,1978,26.23
Kenya,1979,57.83
Kenya,1980,57.1
Kenya,1981,55.72
Kenya,1982,54.68
Kenya,1983,48.9
Kenya,1984,48.77
Kenya,1985,48.1
Kenya,1986,49.43
Kenya,1987,47.62
Kenya,1988,43.89
Kenya,1989,45.09
Kenya,1990,44.3
Kenya,1991,46.03
Kenya,1992,59.32
Kenya,1993,59.3
Kenya,1994,46.12
Kenya,1995,39.95
Kenya,1996,42.59
Kenya,1997,51.01
Kenya,1998,62.11
Kenya,1999,61.96
Kenya,2000,57.49
Kenya,2001,60.2
Kenya,2002,58.67
Kenya,2003,48.63
Kenya,2004,54.42
Kenya,2005,57.17
Kenya,2006,55.45
Kenya,2007,55.29
Kenya,2008,66.1
Kenya,2009,67.02
Kenya,2010,65.32
Kenya,2011,52.67
Kenya,2012,56.22
Kenya,2013,54.79
Kazakhstan,1992,14.46
Kazakhstan,1993,10.76
Kazakhstan,1994,10.58
Kazakhstan,1995,11.32
Kazakhstan,1996,9.62
Kazakhstan,1997,9.09
Kazakhstan,1998,6.67
Kazakhstan,1999,8.69
Kazakhstan,2000,15.86
Kazakhstan,2001,14.96
Kazakhstan,2002,17.15
Kazakhstan,2003,16.38
Kazakhstan,2004,24.34
Kazakhstan,2005,26.44
Kazakhstan,2006,25.22
Kazakhstan,2007,33.99
Kazakhstan,2008,33.28
Kazakhstan,2009,40.38
Kazakhstan,2010,48.78
Kazakhstan,2011,71.35
Kazakhstan,2012,83.72
Kazakhstan,2013,90.68
Kiribati,1961,58.6
Kiribati,1962,58.36
Kiribati,1963,61.21
Kiribati,1964,62.72
Kiribati,1965,64.37
Kiribati,1966,64.97
Kiribati,1967,66.16
Kiribati,1968,67.33
Kiribati,1969,65.63
Kiribati,1970,66.39
Kiribati,1971,66.31
Kiribati,1972,69.41
Kiribati,1973,70.31
Kiribati,1974,71.47
Kiribati,1975,74.1
Kiribati,1976,73.08
Kiribati,1977,71.93
Kiribati,1978,71.21
Kiribati,1979,72.63
Kiribati,1980,72.3
Kiribati,1981,71.78
Kiribati,1982,71.61
Kiribati,1983,69.43
Kiribati,1984,69.99
Kiribati,1985,69.17
Kiribati,1986,68.39
Kiribati,1987,67.66
Kiribati,1988,61.58
Kiribati,1989,57.9
Kiribati,1990,63.7
Kiribati,1991,65.68
Kiribati,1992,65.16
Kiribati,1993,74.53
Kiribati,1994,65.48
Kiribati,1995,64.18
Kiribati,1996,67.33
Kiribati,1997,61.93
Kiribati,1998,65.89
Kiribati,1999,67.28
Kiribati,2000,76.82
Kiribati,2001,69.21
Kiribati,2002,62.39
Kiribati,2003,54.26
Kiribati,2004,65.33
Kiribati,2005,71.56
Kiribati,2006,68.58
Kiribati,2007,68.85
Kiribati,2008,69.23
Kiribati,2009,73.18
Kiribati,2010,72.82
Kiribati,2011,79.26
Kiribati,2012,73.58
Kiribati,2013,84.55
Laos,1961,25.3
Laos,1962,25.28
Laos,1963,25.2
Laos,1964,24.95
Laos,1965,25.15
Laos,1966,25.8
Laos,1967,25.51
Laos,1968,25.15
Laos,1969,26.3
Laos,1970,27.25
Laos,1971,25.28
Laos,1972,25.36
Laos,1973,24.73
Laos,1974,24.5
Laos,1975,21.66
Laos,1976,22.69
Laos,1977,22.23
Laos,1978,20.63
Laos,1979,23.86
Laos,1980,26.39
Laos,1981,27.5
Laos,1982,28.53
Laos,1983,29.19
Laos,1984,30.81
Laos,1985,31.33
Laos,1986,31.83
Laos,1987,28.4
Laos,1988,26.22
Laos,1989,27.64
Laos,1990,28.89
Laos,1991,29.03
Laos,1992,30.52
Laos,1993,30.29
Laos,1994,30.38
Laos,1995,27.26
Laos,1996,28.25
Laos,1997,30.74
Laos,1998,32.38
Laos,1999,32.42
Laos,2000,33.92
Laos,2001,35.36
Laos,2002,43.36
Laos,2003,49.76
Laos,2004,59.72
Laos,2005,61.26
Laos,2006,63.49
Laos,2007,70.65
Laos,2008,52.82
Laos,2009,60.75
Laos,2010,61.41
Laos,2011,68.07
Laos,2012,80.48
Laos,2013,82.35
Kyrgyzstan,1992,26.49
Kyrgyzstan,1993,9.22
Kyrgyzstan,1994,13.13
Kyrgyzstan,1995,8.84
Kyrgyzstan,1996,6.12
Kyrgyzstan,1997,11.32
Kyrgyzstan,1998,11.75
Kyrgyzstan,1999,8.68
Kyrgyzstan,2000,27.05
Kyrgyzstan,2001,31.37
Kyrgyzstan,2002,30.36
Kyrgyzstan,2003,28.73
Kyrgyzstan,2004,36.81
Kyrgyzstan,2005,34.82
Kyrgyzstan,2006,47.88
Kyrgyzstan,2007,42.41
Kyrgyzstan,2008,31.34
Kyrgyzstan,2009,32.26
Kyrgyzstan,2010,31.76
Kyrgyzstan,2011,31.09
Kyrgyzstan,2012,27.65
Kyrgyzstan,2013,29.11
Kuwait,1961,67.95
Kuwait,1962,63.6
Kuwait,1963,62.56
Kuwait,1964,65.43
Kuwait,1965,84.56
Kuwait,1966,89.26
Kuwait,1967,98.29
Kuwait,1968,101.68
Kuwait,1969,86.43
Kuwait,1970,93.93
Kuwait,1971,89.17
Kuwait,1972,88.69
Kuwait,1973,82.27
Kuwait,1974,82.77
Kuwait,1975,94.54
Kuwait,1976,92.72
Kuwait,1977,85.67
Kuwait,1978,97.9
Kuwait,1979,102.61
Kuwait,1980,105.57
Kuwait,1981,102.98
Kuwait,1982,110.79
Kuwait,1983,109.33
Kuwait,1984,112.36
Kuwait,1985,110.35
Kuwait,1986,98.37
Kuwait,1987,103.01
Kuwait,1988,98.02
Kuwait,1989,96.39
Kuwait,1990,47.21
Kuwait,1991,15.18
Kuwait,1992,60.25
Kuwait,1993,76.09
Kuwait,1994,93.33
Kuwait,1995,102.29
Kuwait,1996,105.51
Kuwait,1997,104.52
Kuwait,1998,97.72
Kuwait,1999,95.32
Kuwait,2000,99.18
Kuwait,2001,97.62
Kuwait,2002,53.25
Kuwait,2003,49.92
Kuwait,2004,52.83
Kuwait,2005,59.58
Kuwait,2006,93.85
Kuwait,2007,78.26
Kuwait,2008,64.57
Kuwait,2009,75.81
Kuwait,2010,64.07
Kuwait,2011,69.09
Kuwait,2012,83.8
Kuwait,2013,108.81
Latvia,1992,25.89
Latvia,1993,54.46
Latvia,1994,36.78
Latvia,1995,40.01
Latvia,1996,37.68
Latvia,1997,49.14
Latvia,1998,42.9
Latvia,1999,53.93
Latvia,2000,58.44
Latvia,2001,54.01
Latvia,2002,58.93
Latvia,2003,51.7
Latvia,2004,52.32
Latvia,2005,58.47
Latvia,2006,57.65
Latvia,2007,61.64
Latvia,2008,52.68
Latvia,2009,48.56
Latvia,2010,46.31
Latvia,2011,48.34
Latvia,2012,47.41
Latvia,2013,47.99
Lesotho,1961,15.07
Lesotho,1962,14.8
Lesotho,1963,14.53
Lesotho,1964,16.43
Lesotho,1965,15.62
Lesotho,1966,14.86
Lesotho,1967,14.67
Lesotho,1968,14.37
Lesotho,1969,14.09
Lesotho,1970,14.76
Lesotho,1971,15.4
Lesotho,1972,16.24
Lesotho,1973,16.88
Lesotho,1974,17.74
Lesotho,1975,18.09
Lesotho,1976,20.33
Lesotho,1977,18.57
Lesotho,1978,17.03
Lesotho,1979,17.78
Lesotho,1980,16.01
Lesotho,1981,17.55
Lesotho,1982,18.55
Lesotho,1983,25.97
Lesotho,1984,23.61
Lesotho,1985,20.48
Lesotho,1986,16.71
Lesotho,1987,20.66
Lesotho,1988,22.43
Lesotho,1989,22.58
Lesotho,1990,21.95
Lesotho,1991,22.21
Lesotho,1992,21.24
Lesotho,1993,20.48
Lesotho,1994,20.22
Lesotho,1995,18.33
Lesotho,1996,18.59
Lesotho,1997,17.84
Lesotho,1998,16.66
Lesotho,1999,16.52
Lesotho,2000,17.06
Lesotho,2001,17.32
Lesotho,2002,17.12
Lesotho,2003,18.64
Lesotho,2004,17.93
Lesotho,2005,18.45
Lesotho,2006,18.92
Lesotho,2007,19.38
Lesotho,2008,19.78
Lesotho,2009,17.87
Lesotho,2010,17.59
Lesotho,2011,18.2
Lesotho,2012,18.8
Lesotho,2013,28.24
Lebanon,1961,146.71
Lebanon,1962,125.12
Lebanon,1963,132.39
Lebanon,1964,147.11
Lebanon,1965,116.35
Lebanon,1966,111.65
Lebanon,1967,106.21
Lebanon,1968,110.82
Lebanon,1969,89.06
Lebanon,1970,112.52
Lebanon,1971,119.72
Lebanon,1972,161.36
Lebanon,1973,126.28
Lebanon,1974,133.52
Lebanon,1975,120.16
Lebanon,1976,112.55
Lebanon,1977,141.43
Lebanon,1978,131.62
Lebanon,1979,124.81
Lebanon,1980,114.34
Lebanon,1981,105.45
Lebanon,1982,125.79
Lebanon,1983,151
Lebanon,1984,163.57
Lebanon,1985,171.92
Lebanon,1986,191.79
Lebanon,1987,229.91
Lebanon,1988,230.08
Lebanon,1989,239.03
Lebanon,1990,250.83
Lebanon,1991,254.91
Lebanon,1992,241.7
Lebanon,1993,239.33
Lebanon,1994,225.03
Lebanon,1995,231.11
Lebanon,1996,239.15
Lebanon,1997,205.82
Lebanon,1998,187.2
Lebanon,1999,204.67
Lebanon,2000,159.43
Lebanon,2001,147.1
Lebanon,2002,140.34
Lebanon,2003,160.36
Lebanon,2004,146.44
Lebanon,2005,128.2
Lebanon,2006,125.12
Lebanon,2007,115.46
Lebanon,2008,111.6
Lebanon,2009,101.35
Lebanon,2010,73.78
Lebanon,2011,89.21
Lebanon,2012,96.75
Lebanon,2013,106.28
Lithuania,1992,29.86
Lithuania,1993,58.83
Lithuania,1994,17.98
Lithuania,1995,31.32
Lithuania,1996,42.53
Lithuania,1997,77.12
Lithuania,1998,56.26
Lithuania,1999,63.15
Lithuania,2000,65.57
Lithuania,2001,73.18
Lithuania,2002,57.75
Lithuania,2003,66.02
Lithuania,2004,55.85
Lithuania,2005,73.5
Lithuania,2006,108.81
Lithuania,2007,99.06
Lithuania,2008,62.27
Lithuania,2009,57.43
Lithuania,2010,42.12
Lithuania,2011,41.57
Lithuania,2012,54.95
Lithuania,2013,49.08
Liberia,1961,70.87
Liberia,1962,70.32
Liberia,1963,69.33
Liberia,1964,68.03
Liberia,1965,66.07
Liberia,1966,64.59
Liberia,1967,63.78
Liberia,1968,64.62
Liberia,1969,63.68
Liberia,1970,64.37
Liberia,1971,62.73
Liberia,1972,61.18
Liberia,1973,60.05
Liberia,1974,63.43
Liberia,1975,63.03
Liberia,1976,63.92
Liberia,1977,63.98
Liberia,1978,63.21
Liberia,1979,60.83
Liberia,1980,58.81
Liberia,1981,57.29
Liberia,1982,57.07
Liberia,1983,55.81
Liberia,1984,55.16
Liberia,1985,54.83
Liberia,1986,52.36
Liberia,1987,48.88
Liberia,1988,46.2
Liberia,1989,50.18
Liberia,1990,47.96
Liberia,1991,49.71
Liberia,1992,53.05
Liberia,1993,56.39
Liberia,1994,58
Liberia,1995,60.48
Liberia,1996,61.06
Liberia,1997,58.46
Liberia,1998,60.41
Liberia,1999,51.84
Liberia,2000,54.28
Liberia,2001,53.88
Liberia,2002,54
Liberia,2003,53.26
Liberia,2004,52.54
Liberia,2005,49.83
Liberia,2006,51.75
Liberia,2007,47.92
Liberia,2008,46.18
Liberia,2009,46.1
Liberia,2010,45.27
Liberia,2011,44.44
Liberia,2012,43.23
Liberia,2013,43.48
Luxembourg,2000,218.17
Luxembourg,2001,212.97
Luxembourg,2002,238.95
Luxembourg,2003,240.01
Luxembourg,2004,206.86
Luxembourg,2005,189.15
Luxembourg,2006,197.68
Luxembourg,2007,187.88
Luxembourg,2008,206.23
Luxembourg,2009,177.5
Luxembourg,2010,176.21
Luxembourg,2011,202.17
Luxembourg,2012,202.39
Luxembourg,2013,200.83
Macedonia,1992,73.56
Macedonia,1993,63.63
Macedonia,1994,82.52
Macedonia,1995,79.13
Macedonia,1996,82.79
Macedonia,1997,87.93
Macedonia,1998,90.47
Macedonia,1999,98.47
Macedonia,2000,116.55
Macedonia,2001,80.93
Macedonia,2002,72.02
Macedonia,2003,92.94
Macedonia,2004,100.97
Macedonia,2005,109.6
Macedonia,2006,79.44
Macedonia,2007,111.32
Macedonia,2008,118.73
Macedonia,2009,117.56
Macedonia,2010,102.9
Macedonia,2011,106.71
Macedonia,2012,92.83
Macedonia,2013,98.32
Madagascar,1961,54.65
Madagascar,1962,56.68
Madagascar,1963,55.1
Madagascar,1964,57.94
Madagascar,1965,56.73
Madagascar,1966,59.59
Madagascar,1967,62.6
Madagascar,1968,69.37
Madagascar,1969,80.26
Madagascar,1970,81
Madagascar,1971,80.86
Madagascar,1972,82.24
Madagascar,1973,87.37
Madagascar,1974,118.37
Madagascar,1975,111.56
Madagascar,1976,96.88
Madagascar,1977,80.2
Madagascar,1978,74.71
Madagascar,1979,67.54
Madagascar,1980,72.11
Madagascar,1981,72.24
Madagascar,1982,72.42
Madagascar,1983,72.13
Madagascar,1984,64.04
Madagascar,1985,63.15
Madagascar,1986,63.66
Madagascar,1987,62.46
Madagascar,1988,61.37
Madagascar,1989,59.45
Madagascar,1990,59.12
Madagascar,1991,56.98
Madagascar,1992,55.71
Madagascar,1993,54.52
Madagascar,1994,49.99
Madagascar,1995,50.23
Madagascar,1996,50.46
Madagascar,1997,50.07
Madagascar,1998,49.04
Madagascar,1999,47.62
Madagascar,2000,47.53
Madagascar,2001,47.02
Madagascar,2002,47.01
Madagascar,2003,45.67
Madagascar,2004,45.42
Madagascar,2005,45.27
Madagascar,2006,45.15
Madagascar,2007,46.02
Madagascar,2008,43.75
Madagascar,2009,47.07
Madagascar,2010,48.03
Madagascar,2011,48.08
Madagascar,2012,47.34
Madagascar,2013,45.74
Macao,1961,18.19
Macao,1962,18.17
Macao,1963,26.91
Macao,1964,19.32
Macao,1965,21.67
Macao,1966,22.96
Macao,1967,18.35
Macao,1968,21.7
Macao,1969,21.41
Macao,1970,23.67
Macao,1971,27.01
Macao,1972,29.92
Macao,1973,28.61
Macao,1974,28.06
Macao,1975,25.01
Macao,1976,33.98
Macao,1977,31.4
Macao,1978,32.99
Macao,1979,32.69
Macao,1980,37.43
Macao,1981,45.77
Macao,1982,51.77
Macao,1983,47.02
Macao,1984,47.58
Macao,1985,45.88
Macao,1986,51.41
Macao,1987,50.69
Macao,1988,45.49
Macao,1989,51.84
Macao,1990,59.42
Macao,1991,64.35
Macao,1992,64.7
Macao,1993,61.46
Macao,1994,61.4
Macao,1995,58.27
Macao,1996,60.36
Macao,1997,54.24
Macao,1998,52.45
Macao,1999,43.23
Macao,2000,44.66
Macao,2001,46.74
Macao,2002,44.61
Macao,2003,48.08
Macao,2004,68.2
Macao,2005,54.65
Macao,2006,66.21
Macao,2007,91.92
Macao,2008,67.85
Macao,2009,58.47
Macao,2010,53.93
Macao,2011,62.82
Macao,2012,68.69
Macao,2013,69.11
Malaysia,1961,58.67
Malaysia,1962,60.97
Malaysia,1963,57.66
Malaysia,1964,58.77
Malaysia,1965,59.26
Malaysia,1966,52.33
Malaysia,1967,52.05
Malaysia,1968,51.83
Malaysia,1969,58.09
Malaysia,1970,59.74
Malaysia,1971,60.9
Malaysia,1972,59.17
Malaysia,1973,54.58
Malaysia,1974,55.76
Malaysia,1975,54.02
Malaysia,1976,52.65
Malaysia,1977,53.89
Malaysia,1978,55.44
Malaysia,1979,58.85
Malaysia,1980,57.35
Malaysia,1981,54.06
Malaysia,1982,52.75
Malaysia,1983,55.31
Malaysia,1984,54.28
Malaysia,1985,53.91
Malaysia,1986,53.05
Malaysia,1987,52.09
Malaysia,1988,57.87
Malaysia,1989,56.96
Malaysia,1990,52.6
Malaysia,1991,50.61
Malaysia,1992,53.12
Malaysia,1993,52.78
Malaysia,1994,54.09
Malaysia,1995,54.36
Malaysia,1996,53.37
Malaysia,1997,54.55
Malaysia,1998,50.69
Malaysia,1999,52.36
Malaysia,2000,54.05
Malaysia,2001,55.81
Malaysia,2002,55.22
Malaysia,2003,54.91
Malaysia,2004,54.72
Malaysia,2005,53.24
Malaysia,2006,47.24
Malaysia,2007,45.65
Malaysia,2008,46.27
Malaysia,2009,44.07
Malaysia,2010,46.37
Malaysia,2011,46.68
Malaysia,2012,47.64
Malaysia,2013,45.29
Malawi,1961,54.36
Malawi,1962,54.05
